trainset,model,channel_type,C,SNR_true,SNR_hat,SNR_error,CBR,PSNR,MS_SSIM,MS_SSIM_dB,avg_time
CIFAR10,SwinJSCC_w/_SA,awgn,32,1,1,0,0.33333333333333337,29.517866325378417,0.9710405431687832,15.382095881039486,0.27573451995849607
CIFAR10,SwinJSCC_w/_SA,awgn,32,1,4,3,0.33333333333333337,25.130969047546387,,,0.23003218173980713
CIFAR10,SwinJSCC_w/_SA,awgn,32,1,7,6,0.33333333333333337,18.522931861877442,,,0.21845691204071044
CIFAR10,SwinJSCC_w/_SA,awgn,32,1,10,9,0.33333333333333337,16.086098194122314,,,0.21755609512329102
CIFAR10,SwinJSCC_w/_SA,awgn,32,1,13,12,0.33333333333333337,15.273940944671631,,,0.21717000007629395
CIFAR10,SwinJSCC_w/_SA,awgn,32,4,1,-3,0.33333333333333337,30.893556785583495,,,0.261223292350769
CIFAR10,SwinJSCC_w/_SA,awgn,32,4,4,0,0.33333333333333337,32.573768615722656,,,0.24789226055145264
CIFAR10,SwinJSCC_w/_SA,awgn,32,4,7,3,0.33333333333333337,29.89110698699951,,,0.23402557373046876
CIFAR10,SwinJSCC_w/_SA,awgn,32,4,10,6,0.33333333333333337,24.70808525085449,,,0.22457532882690429
CIFAR10,SwinJSCC_w/_SA,awgn,32,4,13,9,0.33333333333333337,21.991465187072755,,,0.22100133895874025
CIFAR10,SwinJSCC_w/_SA,awgn,32,7,1,-6,0.33333333333333337,31.054791069030763,,,0.26211748123168943
CIFAR10,SwinJSCC_w/_SA,awgn,32,7,4,-3,0.33333333333333337,34.18353080749512,,,0.25266127586364745
CIFAR10,SwinJSCC_w/_SA,awgn,32,7,7,0,0.33333333333333337,35.3369083404541,,,0.24356799125671386
CIFAR10,SwinJSCC_w/_SA,awgn,32,7,10,3,0.33333333333333337,34.224480056762694,,,0.24042110443115233
CIFAR10,SwinJSCC_w/_SA,awgn,32,7,13,6,0.33333333333333337,32.03704433441162,,,0.23876008987426758
CIFAR10,SwinJSCC_w/_SA,awgn,32,10,1,-9,0.33333333333333337,31.034552764892577,,,0.26726837158203126
CIFAR10,SwinJSCC_w/_SA,awgn,32,10,4,-6,0.33333333333333337,34.753255462646486,,,0.29842755794525144
CIFAR10,SwinJSCC_w/_SA,awgn,32,10,7,-3,0.33333333333333337,37.080216598510745,,,0.3022700071334839
CIFAR10,SwinJSCC_w/_SA,awgn,32,10,10,0,0.33333333333333337,37.737718200683595,,,0.2554201126098633
CIFAR10,SwinJSCC_w/_SA,awgn,32,10,13,3,0.33333333333333337,37.44996948242188,,,0.24802680015563966
CIFAR10,SwinJSCC_w/_SA,awgn,32,13,1,-12,0.33333333333333337,30.99392032623291,,,0.3100860357284546
CIFAR10,SwinJSCC_w/_SA,awgn,32,13,4,-9,0.33333333333333337,34.98228797912598,,,0.31363980770111083
CIFAR10,SwinJSCC_w/_SA,awgn,32,13,7,-6,0.33333333333333337,37.96078033447266,,,0.30813870429992674
CIFAR10,SwinJSCC_w/_SA,awgn,32,13,10,-3,0.33333333333333337,39.37860679626465,,,0.30378260612487795
CIFAR10,SwinJSCC_w/_SA,awgn,32,13,13,0,0.33333333333333337,39.684835815429686,,,0.30156309604644777
