trainset,model,channel_type,C,SNR_true,SNR_hat,SNR_error,CBR,PSNR,MS_SSIM,MS_SSIM_dB,avg_time
CIFAR10,SwinJSCC_w/_SA,awgn,32,1,1,0,0.33333333333333337,29.501231002807618,0.9710499197244644,15.38350227681837,0.2918042421340942
CIFAR10,SwinJSCC_w/_SA,awgn,32,1,4,3,0.33333333333333337,29.117542266845703,,,0.30554473400115967
CIFAR10,SwinJSCC_w/_SA,awgn,32,1,7,6,0.33333333333333337,23.350500297546386,,,0.28513126373291015
CIFAR10,SwinJSCC_w/_SA,awgn,32,1,10,9,0.33333333333333337,18.153034019470216,,,0.26368937492370603
CIFAR10,SwinJSCC_w/_SA,awgn,32,1,13,12,0.33333333333333337,16.229869270324706,,,0.2763772487640381
CIFAR10,SwinJSCC_w/_SA,awgn,32,4,1,-3,0.33333333333333337,31.900185775756835,,,0.2963995933532715
CIFAR10,SwinJSCC_w/_SA,awgn,32,4,4,0,0.33333333333333337,32.2709342956543,,,0.30186777114868163
CIFAR10,SwinJSCC_w/_SA,awgn,32,4,7,3,0.33333333333333337,32.23375015258789,,,0.29799048900604247
CIFAR10,SwinJSCC_w/_SA,awgn,32,4,10,6,0.33333333333333337,28.57384548187256,,,0.277492356300354
CIFAR10,SwinJSCC_w/_SA,awgn,32,4,13,9,0.33333333333333337,24.476111221313477,,,0.23760466575622557
CIFAR10,SwinJSCC_w/_SA,awgn,32,7,1,-6,0.33333333333333337,33.526540756225586,,,0.2504815816879272
CIFAR10,SwinJSCC_w/_SA,awgn,32,7,4,-3,0.33333333333333337,34.15454330444336,,,0.24780142307281494
CIFAR10,SwinJSCC_w/_SA,awgn,32,7,7,0,0.33333333333333337,35.19278564453125,,,0.24331111907958985
CIFAR10,SwinJSCC_w/_SA,awgn,32,7,10,3,0.33333333333333337,35.191841506958006,,,0.2397458076477051
CIFAR10,SwinJSCC_w/_SA,awgn,32,7,13,6,0.33333333333333337,33.75499954223633,,,0.23734259605407715
CIFAR10,SwinJSCC_w/_SA,awgn,32,10,1,-9,0.33333333333333337,34.70702056884765,,,0.2498560905456543
CIFAR10,SwinJSCC_w/_SA,awgn,32,10,4,-6,0.33333333333333337,35.57604827880859,,,0.25478286743164064
CIFAR10,SwinJSCC_w/_SA,awgn,32,10,7,-3,0.33333333333333337,37.147697830200194,,,0.24940295219421388
CIFAR10,SwinJSCC_w/_SA,awgn,32,10,10,0,0.33333333333333337,37.680626678466794,,,0.25014209747314453
CIFAR10,SwinJSCC_w/_SA,awgn,32,10,13,3,0.33333333333333337,37.692728424072264,,,0.2887831926345825
CIFAR10,SwinJSCC_w/_SA,awgn,32,13,1,-12,0.33333333333333337,35.44904823303223,,,0.30691492557525635
CIFAR10,SwinJSCC_w/_SA,awgn,32,13,4,-9,0.33333333333333337,36.5302188873291,,,0.30642721652984617
CIFAR10,SwinJSCC_w/_SA,awgn,32,13,7,-6,0.33333333333333337,38.63563537597656,,,0.29475250244140627
CIFAR10,SwinJSCC_w/_SA,awgn,32,13,10,-3,0.33333333333333337,39.46264572143555,,,0.2888020992279053
CIFAR10,SwinJSCC_w/_SA,awgn,32,13,13,0,0.33333333333333337,39.722926712036134,,,0.25173876285552976
